"","Dia setmana","Mes de any","Dia de mes","Hora de dia","Desc. Tipus vehicle implicat","Descripció sexe","Edat","Descripció tipus persona","Descripció victimització"
"10301","0",12,19,13,"11","1","19","2","0"
"10302","1",4,26,15,"17","0","37","0","0"
"10303","3",6,2,16,"11","0","49","0","0"
"10304","6",12,4,21,"11","1","27","0","0"
"10305","4",5,13,14,"6","1","10","1","0"
"10306","3",9,22,9,"3","1","46","2","0"
"10307","3",9,22,9,"3","0","35","0","0"
"10308","2",10,12,3,"13","0","46","0","0"
"10309","2",4,6,18,"17","1","25","2","0"
"10310","5",1,9,20,"11","0","34","0","0"
"10311","6",5,29,19,"11","1","37","0","0"
"10312","2",10,26,8,"11","1","24","0","0"
"10313","1",10,4,18,"5","0","44","0","0"
"10314","1",10,4,18,"16","1","45","1","0"
"10315","1",10,4,18,"16","0","13","1","0"
"10316","1",10,4,18,"16","0","22","1","0"
"10317","1",10,4,18,"16","0","26","1","0"
"10318","1",10,4,18,"16","0","38","0","0"
"10319","1",10,4,18,"16","0","43","1","0"
"10320","1",10,4,18,"16","0","68","1","0"
"10321","0",1,18,10,"3","1","27","0","0"
"10322","0",1,18,10,"11","0","28","0","0"
"10323","0",4,25,20,"3","1","25","0","0"
"10324","2",11,30,17,"9","0","41","2","0"
"10325","1",12,13,12,"17","1","73","2","0"
"10326","1",5,10,7,"11","0","45","0","0"
"10327","5",7,16,2,"11","0","25","0","0"
"10328","5",8,6,10,"17","0","46","0","0"
"10329","0",8,1,16,"11","1","26","0","0"
"10330","1",3,8,8,"11","0","49","0","0"
"10331","4",12,16,15,"11","1","40","0","0"
"10332","3",12,29,10,"17","0","54","0","0"
"10333","4",2,12,10,"17","0","60","2","0"
"10334","3",3,10,16,"11","1","36","0","0"
"10335","1",3,8,17,"6","1","31","0","0"
"10336","6",1,24,14,"17","0","40","2","0"
"10337","2",10,26,22,"17","1","29","2","0"
"10338","1",6,28,8,"17","0","26","0","0"
"10339","1",12,13,22,"11","0","28","0","0"
"10340","0",6,20,18,"17","1","30","0","0"
"10341","4",12,23,0,"11","0","24","0","0"
"10342","1",8,9,21,"0","0","3","1","0"
"10343","0",3,7,11,"11","0","43","0","0"
"10344","0",10,24,11,"9","0","45","0","0"
"10345","6",3,20,19,"6","1","26","1","0"
"10346","2",3,2,11,"17","1","70","2","0"
"10347","1",5,10,6,"17","1","67","2","0"
"10348","4",1,29,20,"11","0","43","0","0"
"10349","1",8,30,8,"11","1","48","0","0"
"10350","1",3,1,8,"17","0","47","0","0"
"10351","5",7,16,2,"6","1","49","0","0"
"10352","4",12,30,7,"11","0","53","0","0"
"10353","3",8,4,12,"13","0","57","2","0"
"10354","5",12,17,19,"11","0","54","0","0"
"10355","2",2,3,15,"11","1","54","0","0"
"10356","6",8,14,20,"3","0","24","0","0"
"10357","1",2,23,14,"3","0","31","0","0"
"10358","2",1,13,17,"11","1","26","1","0"
"10359","2",1,13,17,"11","0","25","0","0"
"10360","5",5,21,17,"3","0","25","0","0"
"10361","4",5,20,11,"16","0","85","1","0"
"10362","2",5,25,0,"11","0","15","0","1"
"10363","2",6,1,7,"11","0","32","1","0"
"10364","2",11,23,18,"11","1","65","2","0"
"10365","2",11,23,18,"11","0","39","0","0"
"10366","4",12,23,14,"11","0","34","0","1"
"10367","4",12,23,14,"17","0","34","0","0"
"10368","6",2,28,10,"11","0","27","0","0"
"10369","3",12,15,19,"11","0","62","0","0"
"10370","2",11,2,8,"17","1","34","0","0"
"10371","2",11,2,8,"17","1","40","0","0"
"10372","2",11,2,8,"17","0","3","1","0"
"10373","5",10,22,9,"3","1","29","0","0"
"10374","0",7,11,0,"3","1","22","0","0"
"10375","2",10,19,0,"11","0","49","0","0"
"10376","6",10,2,1,"6","1","19","2","0"
"10377","3",6,9,12,"9","0","80","2","0"
"10378","2",12,14,8,"11","0","29","0","0"
"10379","2",10,19,8,"6","1","30","0","0"
"10380","2",10,19,8,"6","0","3","2","0"
"10381","0",1,18,13,"11","0","26","0","0"
"10382","3",2,25,13,"3","0","16","0","0"
"10383","2",4,27,19,"11","0","21","0","0"
"10384","3",6,30,21,"11","0","42","0","0"
"10385","4",2,26,17,"11","0","29","0","0"
"10386","4",10,14,21,"17","1","19","0","0"
"10387","4",10,14,21,"17","1","61","0","0"
"10388","4",10,14,21,"17","1","69","1","0"
"10389","4",10,14,21,"17","0","42","0","0"
"10390","4",10,14,21,"17","0","62","1","0"
"10391","4",10,14,21,"17","0","71","1","0"
"10392","1",12,20,16,"13","1","53","2","0"
"10393","1",12,20,16,"13","1","86","2","0"
"10394","1",6,21,10,"17","0","35","1","0"
"10395","2",12,7,8,"11","0","22","0","0"
"10396","2",12,7,8,"11","0","44","0","0"
"10397","2",6,29,13,"11","0","59","0","0"
"10398","2",10,26,6,"11","0","33","0","0"
"10399","1",2,16,3,"13","0","45","0","0"
"10400","1",2,16,3,"17","0","28","1","0"
"10401","1",2,16,3,"17","0","35","0","0"
"10402","4",5,20,9,"11","0","33","0","0"
"10403","5",10,29,14,"11","1","22","0","0"
"10404","5",10,29,14,"11","1","40","1","0"
"10405","5",10,29,14,"11","0","34","0","0"
"10406","0",7,4,9,"6","1","20","1","0"
"10407","0",7,4,9,"6","0","27","0","0"
"10408","5",11,19,14,"11","1","36","1","0"
"10409","5",11,19,14,"11","0","30","0","0"
"10410","1",4,19,6,"11","0","34","0","0"
"10411","4",2,19,12,"3","1","84","2","0"
"10412","5",4,16,15,"17","1","5","1","0"
"10413","5",4,16,15,"17","0","49","0","0"
"10414","5",4,16,15,"17","0","50","0","0"
"10415","3",11,24,11,"11","0","62","0","0"
"10416","5",1,23,21,"6","0","23","0","2"
"10417","1",1,19,21,"11","1","22","1","0"
"10418","1",1,19,21,"11","0","26","0","0"
"10419","1",1,19,21,"11","0","34","0","0"
"10420","1",10,25,6,"11","0","30","0","0"
"10421","2",10,5,6,"6","0","42","0","0"
"10422","6",9,11,16,"3","1","15","2","0"
"10423","6",9,11,16,"3","1","28","0","0"
"10424","0",7,11,18,"3","0","29","0","0"
"10425","4",10,28,13,"3","1","3","2","0"
"10426","4",10,28,13,"3","1","46","2","0"
"10427","3",3,3,20,"17","1","21","0","0"
"10428","3",3,3,20,"17","0","43","0","0"
"10429","1",6,21,13,"11","0","62","0","0"
"10430","1",6,21,13,"17","1","44","0","0"
"10431","2",10,19,13,"11","0","37","0","0"
"10432","3",1,28,8,"11","0","56","0","0"
"10433","1",2,23,10,"11","0","46","0","0"
"10434","6",7,10,20,"11","0","41","0","0"
"10435","5",4,9,23,"11","1","25","2","0"
"10436","5",4,9,23,"11","0","30","0","0"
"10437","4",3,4,8,"0","1","32","1","0"
"10438","4",3,4,8,"0","1","33","1","0"
"10439","4",3,4,8,"0","1","40","1","0"
"10440","4",3,4,8,"0","1","42","1","0"
"10441","4",3,4,8,"0","1","45","1","0"
"10442","4",3,4,8,"0","1","52","1","0"
"10443","4",3,4,8,"0","1","63","1","0"
"10444","4",3,4,8,"0","0","6","1","0"
"10445","4",3,4,8,"17","1","54","1","0"
"10446","0",7,4,7,"17","1","59","0","0"
"10447","2",5,25,7,"3","0","12","0","0"
"10448","5",5,21,14,"3","0","18","0","0"
"10449","5",5,21,14,"3","0","19","0","0"
"10450","4",6,10,23,"6","1","19","0","0"
"10451","4",6,10,23,"6","1","19","1","0"
"10452","1",1,5,10,"17","1","19","2","0"
"10453","1",3,8,21,"11","0","23","0","0"
"10454","3",1,28,14,"11","0","39","0","0"
"10455","1",12,13,22,"6","1","35","0","0"
"10456","1",12,13,22,"6","0","14","1","0"
"10457","0",10,3,18,"11","1","36","0","0"
"10458","0",10,10,5,"11","0","56","0","1"
"10459","0",4,11,9,"11","1","36","0","0"
"10460","1",6,7,15,"3","1","36","0","0"
"10461","1",6,7,15,"11","0","33","0","0"
"10462","3",12,15,9,"11","0","10","1","0"
"10463","3",12,15,9,"11","0","41","0","0"
"10464","3",12,1,14,"11","0","43","0","0"
"10465","1",4,5,22,"11","0","54","0","0"
"10466","0",1,18,7,"11","0","23","0","0"
"10467","1",3,15,9,"11","1","23","1","0"
"10468","1",3,15,9,"11","1","25","0","0"
"10469","0",4,11,11,"17","0","38","0","0"
"10470","0",4,11,11,"17","0","38","1","0"
"10471","0",3,7,17,"3","1","81","2","0"
"10472","0",9,19,6,"11","1","53","0","0"
"10473","0",12,5,14,"11","0","33","0","0"
"10474","2",6,15,19,"11","0","34","1","0"
"10475","2",6,15,19,"11","0","41","0","0"
"10476","2",6,15,19,"17","1","23","0","0"
"10477","4",1,22,12,"17","0","74","2","0"
"10478","0",3,14,8,"17","0","31","2","0"
"10479","0",5,23,4,"6","0","23","0","0"
"10480","0",5,23,4,"6","0","24","1","0"
"10481","5",1,23,13,"0","1","56","1","0"
"10482","5",1,23,13,"0","1","62","1","0"
"10483","5",7,16,7,"11","1","44","0","0"
"10484","4",5,20,17,"13","0","7","2","0"
"10485","6",5,1,10,"17","0","45","0","0"
"10486","2",11,16,1,"11","1","23","1","0"
"10487","2",11,16,1,"11","1","26","0","0"
"10488","4",12,9,20,"11","0","32","0","0"
"10489","6",12,18,10,"17","1","66","1","0"
"10490","3",12,22,22,"6","0","21","0","0"
"10491","2",2,3,21,"11","1","23","0","0"
"10492","2",2,3,21,"11","0","25","1","0"
"10493","6",4,3,1,"17","1","20","1","0"
"10494","6",4,3,1,"17","1","21","0","0"
"10495","6",4,3,1,"17","0","29","0","0"
"10496","6",4,3,1,"17","0","41","1","0"
"10497","2",7,27,22,"3","0","22","0","0"
"10498","0",11,14,14,"3","0","15","2","1"
"10499","0",11,14,14,"3","0","15","2","0"
"10500","0",11,14,14,"3","0","16","2","0"
"10501","0",11,14,14,"3","0","33","0","0"
"10502","2",11,30,18,"17","0","44","0","0"
"10503","4",2,26,21,"17","1","51","0","0"
"10504","4",2,26,21,"17","0","25","0","0"
"10505","0",6,13,18,"17","0","30","0","0"
"10506","0",6,13,18,"17","0","52","0","0"
"10507","3",10,13,6,"17","1","31","0","0"
"10508","3",10,13,6,"17","1","48","0","0"
"10509","3",10,13,6,"17","1","66","1","0"
"10510","0",2,29,14,"11","0","47","0","0"
"10511","2",4,13,20,"11","0","30","0","0"
"10512","4",7,29,16,"11","0","30","0","0"
"10513","5",1,2,4,"13","0","28","0","0"
"10514","0",10,24,17,"3","0","54","0","0"
"10515","5",7,2,5,"13","0","23","1","0"
"10516","5",7,2,5,"13","0","37","0","0"
"10517","5",7,2,5,"17","1","32","1","0"
"10518","5",7,2,5,"17","0","27","0","0"
"10519","5",10,29,14,"11","0","37","0","0"
"10520","4",10,21,9,"11","1","22","0","0"
"10521","0",2,1,17,"11","1","25","2","0"
"10522","0",1,18,23,"17","1","17","1","0"
"10523","0",4,18,8,"11","0","43","0","0"
"10524","0",1,4,20,"9","1","31","0","0"
"10525","1",8,23,16,"11","1","30","1","0"
"10526","1",8,23,16,"11","0","29","0","0"
"10527","0",12,26,22,"6","0","24","0","0"
"10528","3",1,14,8,"11","0","33","0","0"
"10529","2",8,3,16,"6","0","24","0","0"
"10530","4",10,28,16,"17","0","49","0","0"
"10531","2",2,17,17,"9","1","30","0","0"
"10532","0",3,7,16,"11","1","33","0","0"
"10533","3",10,13,16,"3","1","48","0","0"
"10534","0",9,12,18,"3","1","41","0","0"
"10535","2",1,20,20,"3","1","26","0","0"
"10536","2",12,28,17,"0","1","83","1","0"
"10537","1",4,19,19,"11","1","90","2","0"
"10538","2",4,20,17,"11","0","28","0","0"
"10539","4",7,29,9,"11","0","34","0","0"
"10540","6",1,3,21,"11","0","36","0","0"
"10541","1",8,30,17,"11","0","63","0","0"
"10542","3",10,20,19,"11","1","30","0","0"
"10543","3",10,20,19,"11","0","44","0","0"
"10544","4",10,21,17,"17","0","43","2","0"
"10545","6",9,25,20,"17","1","64","1","0"
"10546","6",9,25,20,"17","0","35","0","0"
"10547","3",5,5,9,"11","0","21","0","0"
"10548","4",11,25,20,"11","1","25","0","0"
"10549","5",12,24,13,"17","0","40","0","0"
"10550","3",9,8,17,"11","0","55","0","0"
"10551","1",10,25,17,"11","1","23","0","0"
"10552","2",2,3,20,"11","1","22","0","1"
"10553","5",6,4,21,"11","0","40","0","0"
"10554","2",9,28,21,"11","0","50","0","0"
"10555","2",12,21,15,"4","0","30","0","0"
"10556","2",12,21,15,"17","0","33","0","0"
"10557","2",11,9,18,"11","0","53","0","0"
"10558","3",12,15,10,"11","0","39","0","0"
"10559","6",12,4,20,"13","0","64","2","0"
"10560","4",6,17,15,"11","0","53","0","0"
"10561","3",7,7,11,"3","1","28","0","0"
"10562","5",9,17,22,"3","0","26","0","0"
"10563","5",9,17,22,"11","0","56","0","0"
"10564","0",9,19,8,"11","1","30","1","0"
"10565","0",9,19,8,"11","0","28","0","0"
"10566","0",5,9,13,"11","0","51","0","0"
"10567","4",6,17,10,"11","0","30","0","0"
"10568","2",7,6,11,"17","1","38","0","0"
"10569","3",12,15,22,"11","0","26","0","0"
"10570","1",11,22,10,"6","0","55","0","0"
"10571","2",8,10,15,"11","0","51","0","0"
"10572","3",9,22,12,"6","0","38","0","0"
"10573","0",10,31,15,"17","1","32","1","0"
"10574","4",12,16,12,"3","1","27","0","0"
"10575","3",2,11,9,"11","1","36","0","0"
"10576","5",1,9,18,"17","1","36","0","0"
"10577","5",1,9,18,"17","1","36","1","0"
"10578","5",1,9,18,"17","1","38","1","0"
"10579","5",1,9,18,"17","1","40","1","0"
"10580","5",1,9,18,"17","1","44","1","0"
"10581","0",2,22,13,"17","0","41","0","0"
"10582","0",2,22,13,"17","0","42","1","0"
"10583","4",12,16,15,"9","1","34","2","0"
"10584","4",11,25,16,"11","0","35","0","0"
"10585","4",1,15,7,"11","0","28","0","0"
"10586","0",2,22,21,"0","1","53","1","0"
"10587","1",7,5,8,"17","1","39","2","0"
"10588","6",5,15,16,"11","0","49","0","0"
"10589","6",9,11,1,"6","0","34","0","0"
"10590","2",3,9,17,"6","1","24","0","0"
"10591","3",4,7,1,"17","0","30","0","0"
"10592","3",4,7,1,"17","0","33","1","0"
"10593","2",8,3,13,"17","0","29","0","0"
"10594","2",8,3,13,"17","0","40","0","0"
"10595","3",7,14,16,"11","0","31","0","0"
"10596","3",7,14,16,"11","0","34","0","0"
"10597","4",11,4,8,"17","1","24","2","0"
"10598","2",6,8,18,"11","1","24","0","0"
"10599","4",7,1,15,"11","1","45","0","0"
"10600","2",9,14,21,"11","0","27","0","0"
"10601","3",11,24,9,"11","1","27","0","0"
"10602","2",9,21,11,"11","0","32","0","0"
"10603","2",8,24,16,"17","1","19","0","0"
"10604","1",8,2,17,"11","1","39","0","0"
"10605","5",3,5,0,"17","1","17","1","0"
"10606","4",6,17,7,"11","0","27","0","0"
"10607","0",6,20,9,"17","1","27","0","0"
"10608","0",6,20,9,"17","1","46","0","0"
"10609","0",6,27,8,"11","1","46","0","1"
"10610","0",6,27,8,"17","0","29","1","0"
"10611","2",8,3,19,"11","0","34","0","0"
"10612","1",3,22,8,"11","0","49","0","0"
"10613","3",12,15,22,"17","1","29","0","0"
"10614","3",2,4,16,"11","0","38","0","0"
"10615","3",5,12,7,"11","0","31","0","0"
"10616","0",11,7,10,"11","0","35","0","0"
"10617","6",6,26,13,"0","1","48","1","0"
"10618","6",6,26,13,"0","0","53","1","0"
"10619","6",6,26,13,"17","0","37","0","0"
"10620","3",2,4,19,"16","1","83","1","1"
"10621","6",11,13,18,"11","0","32","0","0"
"10622","5",2,27,6,"17","1","22","0","0"
"10623","5",2,27,6,"17","0","19","1","0"
"10624","4",4,1,22,"17","1","26","1","0"
"10625","4",4,1,22,"17","1","39","0","0"
"10626","4",4,1,22,"17","0","77","0","0"
"10627","6",6,19,18,"17","1","22","1","0"
"10628","6",6,19,18,"17","1","27","1","0"
"10629","6",6,19,18,"17","0","28","0","0"
"10630","6",6,19,18,"17","0","61","0","0"
"10631","3",7,7,16,"11","0","31","0","0"
"10632","6",12,4,12,"17","0","64","0","0"
"10633","1",12,20,0,"17","1","32","0","0"
"10634","1",12,20,0,"17","0","33","0","0"
"10635","0",9,26,21,"11","0","40","0","0"
"10636","1",5,17,16,"17","0","60","0","0"
"10637","4",7,29,21,"11","1","51","1","0"
"10638","4",7,29,21,"11","0","49","0","0"
"10639","1",6,7,13,"3","1","55","2","0"
"10640","4",7,15,15,"11","1","37","0","0"
"10641","4",7,15,15,"11","0","14","1","0"
"10642","6",3,6,22,"11","1","29","1","0"
"10643","6",3,6,22,"11","1","38","0","0"
"10644","0",3,21,15,"11","0","27","0","0"
"10645","0",4,25,10,"11","1","57","0","0"
"10646","4",11,11,15,"11","0","38","0","0"
"10647","2",4,20,8,"3","1","3","1","0"
"10648","2",4,20,8,"3","1","40","0","0"
"10649","3",11,3,20,"11","0","47","0","0"
"10650","2",2,24,17,"11","0","28","0","0"
"10651","3",3,31,18,"13","0","33","0","0"
"10652","0",1,25,18,"6","0","31","0","0"
"10653","3",2,18,9,"11","0","53","0","0"
"10654","6",10,16,14,"3","1","53","0","0"
"10655","1",11,15,18,"11","0","46","0","0"
"10656","4",4,8,19,"3","0","47","0","0"
"10657","5",2,20,13,"11","0","46","0","0"
"10658","1",5,24,7,"3","0","41","0","0"
"10659","2",2,3,9,"9","0","22","1","0"
"10660","2",2,3,9,"9","0","48","0","0"
"10661","2",2,3,9,"17","0","20","1","0"
"10662","2",2,3,9,"17","0","21","0","0"
"10663","5",2,27,7,"17","1","39","0","0"
"10664","5",2,27,7,"17","0","7","1","0"
"10665","0",3,7,16,"17","1","24","0","0"
"10666","5",4,9,21,"11","0","22","1","0"
"10667","0",10,3,8,"11","1","22","0","0"
"10668","1",6,28,16,"11","1","51","0","0"
"10669","1",2,16,18,"17","0","19","0","0"
"10670","1",2,16,18,"17","0","20","0","0"
"10671","1",3,8,12,"17","0","18","0","0"
"10672","1",3,8,12,"17","0","38","0","0"
"10673","1",8,23,12,"17","1","22","1","0"
"10674","1",8,23,12,"17","0","1","1","0"
"10675","1",8,23,12,"17","0","23","0","0"
"10676","4",11,25,15,"11","1","40","0","0"
"10677","3",1,28,13,"11","1","34","0","0"
"10678","5",10,29,7,"11","1","31","0","0"
"10679","4",7,15,11,"13","0","57","2","0"
"10680","3",4,14,17,"17","1","54","0","0"
"10681","3",12,15,13,"5","0","67","2","1"
"10682","4",7,29,8,"3","1","43","0","0"
"10683","0",7,18,7,"11","1","41","0","0"
"10684","3",4,14,20,"11","0","28","0","0"
"10685","4",10,21,22,"11","1","50","0","0"
"10686","2",12,7,14,"17","1","44","0","0"
"10687","2",12,7,14,"17","1","64","1","0"
"10688","2",12,7,14,"17","0","18","0","0"
"10689","2",12,7,14,"17","0","18","1","0"
"10690","2",12,7,14,"17","0","63","0","0"
"10691","1",2,23,14,"11","0","35","0","0"
"10692","1",5,10,10,"11","0","70","0","0"
"10693","0",9,19,5,"13","0","25","0","0"
"10694","0",9,19,5,"13","0","28","1","0"
"10695","0",9,19,5,"17","0","47","0","0"
"10696","0",2,1,9,"11","1","45","0","0"
"10697","2",2,3,5,"11","0","48","0","0"
"10698","1",2,16,7,"11","0","36","0","0"
"10699","4",4,22,21,"11","0","39","0","0"
"10700","4",7,15,18,"11","0","36","0","0"
"10701","0",5,9,22,"17","0","56","0","0"
"10702","5",9,10,4,"13","1","24","1","0"
"10703","5",9,10,4,"13","0","28","1","0"
"10704","5",9,10,4,"13","0","36","0","0"
"10705","1",4,5,14,"13","1","45","0","0"
"10706","1",4,5,14,"13","1","50","1","0"
"10707","6",9,18,4,"11","0","43","0","1"
"10708","3",10,6,12,"9","0","28","0","0"
"10709","3",10,6,12,"9","0","34","0","0"
"10710","1",10,11,10,"0","1","76","1","0"
"10711","2",7,20,13,"12","1","48","2","0"
"10712","0",4,18,17,"3","0","31","0","0"
"10713","6",5,15,16,"3","0","28","0","0"
"10714","1",7,5,14,"17","0","38","2","0"
"10715","4",10,14,21,"11","0","59","0","0"
"10716","2",2,17,15,"6","1","20","0","0"
"10717","2",2,17,15,"11","1","27","1","0"
"10718","3",2,18,1,"3","0","47","0","0"
"10719","2",6,8,9,"11","0","37","0","0"
"10720","5",9,3,11,"3","1","34","0","0"
"10721","3",6,2,9,"11","0","23","0","0"
"10722","3",11,17,19,"17","1","39","2","0"
"10723","4",11,4,8,"17","1","46","0","0"
"10724","1",3,1,14,"11","0","35","0","0"
"10725","1",2,16,18,"11","0","39","0","0"
"10726","5",9,17,21,"17","1","40","1","0"
"10727","5",9,17,21,"17","1","9","1","0"
"10728","4",12,9,13,"17","1","25","0","0"
"10729","4",12,9,13,"17","1","41","1","0"
"10730","3",11,3,16,"11","0","41","0","0"
"10731","2",9,7,14,"11","0","51","0","0"
"10732","0",8,1,18,"6","0","37","0","0"
"10733","0",8,1,18,"17","1","26","1","0"
"10734","0",8,1,18,"17","0","22","0","0"
"10735","2",1,27,18,"13","1","11","2","0"
"10736","2",5,4,8,"6","1","44","0","0"
"10737","5",11,5,13,"9","0","30","0","0"
"10738","2",12,7,13,"11","0","56","0","0"
"10739","0",2,22,8,"11","0","30","0","0"
"10740","6",12,25,14,"17","1","28","0","0"
"10741","6",12,25,14,"17","1","35","0","0"
"10742","6",12,25,14,"17","1","58","1","0"
"10743","5",2,13,11,"11","0","53","0","0"
"10744","1",3,29,8,"17","0","39","0","0"
"10745","2",4,27,16,"6","1","51","1","0"
"10746","5",9,10,14,"0","1","37","1","0"
"10747","3",4,28,15,"17","1","23","0","0"
"10748","0",8,8,15,"11","0","23","0","0"
"10749","3",12,22,8,"3","1","35","0","0"
"10750","4",1,15,12,"11","0","56","0","0"
"10751","3",6,2,9,"9","0","32","0","0"
"10752","3",6,2,9,"9","0","41","0","0"
"10753","3",2,25,15,"11","0","36","0","0"
"10754","0",8,8,4,"13","1","17","2","0"
"10755","0",12,19,10,"3","0","77","0","0"
"10756","4",10,28,6,"11","0","46","0","0"
"10757","1",4,5,23,"13","1","36","1","0"
"10758","1",4,5,23,"13","1","45","0","0"
"10759","6",4,24,13,"11","1","19","1","0"
"10760","6",4,24,13,"17","1","31","0","0"
"10761","0",3,14,10,"0","1","85","1","0"
"10762","0",6,27,13,"3","0","17","0","0"
"10763","1",11,22,21,"11","1","28","0","0"
"10764","0",2,1,15,"13","0","39","2","0"
"10765","3",1,21,8,"17","0","7","2","0"
"10766","6",8,14,2,"13","0","26","2","0"
"10767","2",10,26,15,"11","1","29","0","0"
"10768","2",12,7,15,"17","1","39","0","0"
"10769","0",6,20,21,"17","0","56","2","0"
"10770","2",11,23,1,"17","0","55","2","0"
"10771","6",2,7,12,"11","0","24","0","0"
"10772","0",8,1,8,"11","0","31","0","0"
"10773","4",6,10,11,"1","1","70","1","0"
"10774","5",4,16,23,"11","1","30","0","0"
"10775","3",9,22,3,"13","0","24","1","0"
"10776","3",8,25,16,"17","0","28","2","0"
"10777","4",10,28,19,"6","0","41","0","0"
"10778","2",12,7,19,"11","0","23","0","0"
"10779","2",12,7,19,"11","0","24","1","0"
"10780","0",7,18,19,"11","0","37","0","0"
"10781","0",7,18,19,"11","0","46","0","0"
"10782","5",9,10,3,"17","0","23","1","0"
"10783","5",9,10,3,"17","0","30","1","0"
"10784","5",9,10,3,"17","0","35","0","0"
"10785","4",10,28,13,"11","0","32","0","0"
"10786","5",2,13,13,"11","0","30","0","0"
"10787","1",6,14,23,"3","0","43","0","0"
"10788","2",6,22,16,"3","1","35","0","0"
"10789","3",12,1,18,"11","1","23","0","0"
"10790","3",10,6,11,"11","0","62","0","0"
"10791","0",7,18,12,"0","1","84","1","0"
"10792","4",9,16,17,"11","0","24","0","0"
"10793","3",4,14,23,"11","0","40","0","0"
"10794","1",1,5,15,"11","0","43","0","0"
"10795","2",3,9,13,"17","0","65","0","0"
"10796","0",11,21,18,"17","1","44","2","0"
"10797","4",4,15,17,"17","0","37","0","0"
"10798","4",4,15,17,"17","0","40","0","0"
"10799","4",4,15,17,"17","0","48","0","0"
"10800","4",5,20,17,"17","1","39","0","0"
"10801","2",7,20,1,"17","0","20","1","0"
"10802","3",11,17,15,"13","0","47","0","0"
"10803","3",11,17,15,"17","0","29","1","0"
"10804","1",1,5,15,"11","0","40","0","0"
"10805","2",4,6,19,"17","0","40","0","0"
"10806","2",4,13,18,"11","0","24","0","0"
"10807","4",4,22,0,"13","0","30","0","0"
"10808","4",4,22,0,"13","0","46","0","0"
"10809","5",5,21,18,"3","1","62","0","0"
"10810","5",5,21,20,"3","1","30","0","0"
"10811","5",5,28,15,"0","0","79","1","0"
"10812","2",8,24,8,"11","0","47","0","0"
"10813","5",11,26,10,"11","0","50","0","0"
"10814","2",12,7,9,"6","1","43","0","0"
"10815","0",8,29,14,"11","0","24","0","0"
"10816","2",10,26,21,"11","0","59","0","0"
"10817","4",8,19,17,"9","0","49","0","0"
"10818","4",8,19,17,"9","0","49","1","0"
"10819","3",3,10,1,"17","1","28","2","0"
"10820","5",7,9,23,"6","0","29","0","0"
"10821","2",5,11,8,"11","1","54","0","0"
"10822","1",12,13,18,"0","1","65","1","0"
"10823","0",4,25,15,"11","0","21","1","0"
"10824","0",4,25,15,"11","0","25","0","0"
"10825","0",8,1,8,"11","0","25","0","0"
"10826","2",9,28,14,"11","0","36","0","0"
"10827","5",11,12,13,"11","1","58","1","0"
"10828","5",11,12,13,"11","0","29","0","0"
"10829","5",11,12,13,"11","0","63","0","0"
"10830","0",11,14,21,"11","0","23","0","0"
"10831","5",11,19,7,"17","0","51","0","0"
"10832","6",11,20,17,"13","0","58","0","0"
"10833","6",11,20,17,"17","1","26","1","0"
"10834","1",12,6,8,"11","0","33","0","0"
"10835","0",12,12,11,"0","1","58","1","0"
"10836","0",12,12,11,"0","1","83","1","0"
"10837","6",3,13,10,"11","0","43","0","0"
"10838","3",8,4,14,"6","0","43","0","0"
"10839","6",11,6,4,"17","1","26","1","0"
"10840","6",11,6,4,"17","0","33","0","0"
"10841","2",5,4,8,"11","1","39","0","0"
"10842","4",1,1,21,"17","1","27","1","0"
"10843","4",1,1,21,"17","1","29","1","0"
"10844","4",1,1,21,"17","0","1","1","0"
"10845","4",1,1,21,"17","0","27","0","0"
"10846","4",1,1,21,"17","0","32","0","0"
"10847","4",1,1,21,"17","0","9","1","0"
"10848","5",1,2,22,"17","0","28","0","0"
"10849","5",12,31,19,"6","0","22","0","0"
"10850","5",3,19,11,"17","1","49","2","0"
"10851","6",5,1,1,"6","1","21","1","0"
"10852","6",5,1,1,"6","0","23","0","0"
"10853","5",5,7,11,"17","1","11","1","0"
"10854","5",5,7,11,"17","0","20","1","0"
"10855","5",5,7,11,"17","0","30","0","0"
"10856","0",5,30,8,"11","0","43","0","0"
"10857","4",6,10,9,"11","0","37","0","0"
"10858","5",12,17,9,"17","1","57","1","0"
"10859","5",12,17,9,"17","0","23","0","0"
"10860","1",12,20,21,"17","0","14","1","0"
"10861","0",10,3,11,"11","0","54","0","0"
"10862","1",3,1,21,"6","1","30","0","0"
"10863","5",4,30,21,"0","1","58","1","0"
"10864","3",3,3,9,"11","0","43","0","0"
"10865","4",6,17,15,"11","0","56","0","0"
"10866","0",5,16,17,"17","0","13","2","0"
"10867","2",9,14,18,"11","0","42","0","0"
"10868","0",9,5,18,"11","0","25","0","0"
"10869","0",9,5,18,"11","0","54","0","1"
"10870","3",7,28,10,"11","0","43","0","0"
"10871","4",1,1,16,"11","0","37","0","0"
"10872","4",7,29,16,"11","1","35","1","0"
"10873","4",7,29,16,"11","1","44","0","0"
"10874","3",6,23,18,"3","1","24","0","0"
"10875","4",6,10,6,"11","1","43","0","0"
"10876","3",2,18,12,"11","0","40","0","0"
"10877","0",3,21,16,"3","1","8","0","0"
"10878","4",12,16,17,"11","1","42","0","0"
"10879","2",10,5,15,"6","1","19","0","0"
"10880","3",7,21,17,"11","0","35","0","0"
