"","Dia setmana","Mes de any","Dia de mes","Hora de dia","Desc. Tipus vehicle implicat","Descripció sexe","Edat","Descripció tipus persona","Descripció victimització"
"1513","4",2,19,13,"11","1","45","0","0"
"1514","1",7,12,14,"11","0","43","0","0"
"1515","3",12,29,16,"17","0","12","1","0"
"1516","3",12,29,16,"17","0","13","1","0"
"1517","3",12,29,16,"17","0","14","1","0"
"1518","3",12,29,16,"17","0","16","1","0"
"1519","3",12,29,16,"17","0","39","0","0"
"1520","2",3,2,13,"11","1","22","0","0"
"1521","0",2,1,15,"11","0","34","0","0"
"1522","3",10,20,9,"6","1","18","0","0"
"1523","0",3,7,15,"11","0","44","0","0"
"1524","3",4,21,16,"17","1","33","2","0"
"1525","4",9,30,11,"0","1","88","1","0"
"1526","3",12,8,15,"11","0","70","0","0"
"1527","5",2,20,3,"11","0","53","0","0"
"1528","2",3,9,17,"17","1","28","2","0"
"1529","1",6,21,20,"11","0","33","1","0"
"1530","1",6,21,20,"11","0","40","0","0"
"1531","1",6,21,20,"11","0","68","2","0"
"1532","3",5,5,15,"11","1","25","0","0"
"1533","1",10,18,14,"11","0","19","0","0"
"1534","2",2,3,6,"11","0","56","0","0"
"1535","5",6,18,12,"9","0","29","0","0"
"1536","5",9,17,19,"17","1","30","1","0"
"1537","5",9,17,19,"17","0","32","0","0"
"1538","3",11,24,19,"11","0","33","0","0"
"1539","2",12,14,11,"11","1","34","0","0"
"1540","5",6,25,21,"11","0","58","1","0"
"1541","5",6,25,21,"11","0","64","0","0"
"1542","0",2,22,14,"11","0","41","0","0"
"1543","0",8,1,19,"11","1","16","1","0"
"1544","6",11,27,23,"17","1","36","1","0"
"1545","6",11,27,23,"17","0","45","0","0"
"1546","2",1,13,21,"3","1","29","0","0"
"1547","6",1,24,15,"17","0","26","1","0"
"1548","6",1,24,15,"17","0","74","1","0"
"1549","1",9,6,9,"4","0","30","0","0"
"1550","5",9,10,14,"6","0","24","0","0"
"1551","2",11,9,14,"11","1","17","0","0"
"1552","3",12,1,15,"11","0","46","0","0"
"1553","1",4,19,10,"11","0","65","0","0"
"1554","0",9,19,17,"17","1","54","1","0"
"1555","3",10,6,2,"11","0","52","0","0"
"1556","5",1,23,9,"11","1","48","0","0"
"1557","3",2,11,9,"6","1","19","0","0"
"1558","4",4,15,8,"17","0","42","0","0"
"1559","4",5,27,12,"4","0","25","0","0"
"1560","4",9,30,7,"17","1","47","0","0"
"1561","2",11,16,22,"11","1","44","0","0"
"1562","0",1,25,17,"17","0","12","2","0"
"1563","2",9,21,12,"11","0","25","0","0"
"1564","0",10,17,10,"11","0","35","0","0"
"1565","4",1,8,22,"11","1","24","1","0"
"1566","3",1,14,3,"11","0","20","0","0"
"1567","4",1,15,19,"17","1","3","1","0"
"1568","0",2,22,14,"11","1","22","0","0"
"1569","0",2,22,14,"11","1","22","1","0"
"1570","2",3,23,11,"17","0","45","0","0"
"1571","2",4,13,22,"11","0","31","0","0"
"1572","3",5,12,13,"11","0","32","0","0"
"1573","0",6,20,12,"17","0","49","0","0"
"1574","0",10,17,10,"11","0","42","0","0"
"1575","1",12,13,15,"11","1","30","0","0"
"1576","1",12,13,15,"11","0","35","0","0"
"1577","1",1,12,16,"0","1","59","2","0"
"1578","1",1,19,21,"11","0","22","0","0"
"1579","4",11,11,14,"11","0","53","0","0"
"1580","4",11,11,14,"11","0","69","0","0"
"1581","0",5,2,16,"11","0","49","0","0"
"1582","2",12,14,19,"11","1","24","1","0"
"1583","4",12,2,10,"17","0","66","2","0"
"1584","1",12,20,22,"11","1","48","0","0"
"1585","1",12,20,22,"11","1","49","2","0"
"1586","4",1,15,19,"6","0","40","0","0"
"1587","3",8,11,7,"11","0","41","0","0"
"1588","1",10,18,18,"11","1","54","0","0"
"1589","1",10,18,18,"11","0","47","0","0"
"1590","1",4,26,8,"11","0","31","0","0"
"1591","3",2,25,10,"9","1","51","1","0"
"1592","2",5,11,18,"6","1","45","0","0"
"1593","2",8,10,8,"9","0","27","0","0"
"1594","3",9,22,14,"11","0","36","0","0"
"1595","6",10,16,19,"17","1","27","1","0"
"1596","6",10,16,19,"17","1","38","1","0"
"1597","6",10,16,19,"17","0","32","0","0"
"1598","6",11,20,10,"17","1","45","0","1"
"1599","6",11,20,10,"17","0","23","0","0"
"1600","1",4,26,18,"11","0","57","0","0"
"1601","5",7,23,5,"11","1","25","0","0"
"1602","5",7,23,5,"11","1","30","1","0"
"1603","5",12,10,7,"11","1","41","1","0"
"1604","4",7,22,9,"0","0","45","1","0"
"1605","3",6,2,17,"3","1","53","0","0"
"1606","0",4,18,18,"11","0","21","0","0"
"1607","0",6,27,8,"11","1","30","0","0"
"1608","2",11,30,8,"17","1","45","2","0"
"1609","5",8,13,14,"17","1","1","1","0"
"1610","3",11,10,8,"11","0","47","0","0"
"1611","0",4,11,18,"0","1","71","1","0"
"1612","4",9,23,10,"11","1","34","0","0"
"1613","4",1,22,8,"11","1","35","0","0"
"1614","3",12,29,18,"11","0","22","0","0"
"1615","0",5,9,11,"17","1","23","1","0"
"1616","0",5,9,11,"17","0","57","0","0"
"1617","4",10,7,8,"17","0","43","2","0"
"1618","3",4,21,10,"17","0","81","2","1"
"1619","4",1,29,8,"17","0","45","2","0"
"1620","4",9,23,9,"0","1","67","1","0"
"1621","4",9,23,9,"0","1","74","1","0"
"1622","0",10,17,9,"11","0","50","0","0"
"1623","0",11,28,8,"11","1","35","0","0"
"1624","0",12,5,15,"6","1","29","0","0"
"1625","2",12,21,21,"17","1","41","1","0"
"1626","4",5,13,14,"3","0","30","0","0"
"1627","5",12,31,12,"11","0","45","0","0"
"1628","4",4,1,15,"11","1","31","0","0"
"1629","1",11,29,15,"17","1","63","0","0"
"1630","0",1,4,12,"11","0","24","0","0"
"1631","1",5,10,16,"11","0","29","0","0"
"1632","3",3,24,13,"11","0","32","0","0"
"1633","1",12,20,18,"11","0","21","0","0"
"1634","0",6,27,12,"17","1","31","2","0"
"1635","4",1,22,20,"6","0","54","0","0"
"1636","3",6,16,14,"0","1","77","1","0"
"1637","6",4,10,14,"11","1","43","1","0"
"1638","6",4,10,14,"11","0","45","0","0"
"1639","3",10,20,9,"11","0","31","0","0"
"1640","4",5,6,17,"11","0","23","0","0"
"1641","6",8,7,14,"11","0","42","0","0"
"1642","0",10,17,6,"11","1","41","0","0"
"1643","0",12,19,19,"11","0","26","0","0"
"1644","0",1,25,13,"11","0","61","0","0"
"1645","4",1,29,13,"11","0","51","0","0"
"1646","6",2,28,5,"17","1","54","1","0"
"1647","6",2,28,5,"17","0","77","0","0"
"1648","0",5,23,15,"11","0","33","0","0"
"1649","0",10,3,22,"13","1","32","0","0"
"1650","0",10,3,22,"13","1","39","1","0"
"1651","0",10,3,22,"13","0","2","1","0"
"1652","0",10,3,22,"13","0","41","1","0"
"1653","2",3,2,8,"11","0","45","0","0"
"1654","4",12,9,17,"17","1","30","0","0"
"1655","3",2,11,16,"6","0","20","0","0"
"1656","4",5,13,9,"11","1","31","0","0"
"1657","2",12,7,12,"9","0","83","2","0"
"1658","6",1,10,20,"11","0","34","0","0"
"1659","3",1,14,13,"11","0","46","0","0"
"1660","0",7,11,15,"11","1","39","0","0"
"1661","3",3,3,20,"11","0","34","0","0"
"1662","4",10,21,19,"3","1","38","0","0"
"1663","2",3,23,13,"11","0","35","0","0"
"1664","0",9,12,13,"17","1","20","0","0"
"1665","0",9,12,13,"17","1","22","1","0"
"1666","0",9,12,13,"17","0","22","1","0"
"1667","0",9,12,13,"17","0","48","0","0"
"1668","0",2,15,13,"3","0","18","0","0"
"1669","3",9,15,13,"13","0","83","2","0"
"1670","3",5,26,17,"13","1","31","1","0"
"1671","3",11,10,21,"6","0","37","0","0"
"1672","3",3,31,17,"6","0","25","1","0"
"1673","4",8,12,12,"11","0","63","0","0"
"1674","6",1,17,19,"11","1","43","0","0"
"1675","4",1,22,14,"17","1","34","2","0"
"1676","3",6,2,7,"11","0","54","0","0"
"1677","1",10,4,22,"17","1","16","2","0"
"1678","2",11,9,15,"17","1","46","2","0"
"1679","4",11,25,19,"17","1","42","2","0"
"1680","3",2,18,8,"11","1","40","0","0"
"1681","2",3,9,19,"11","0","61","0","0"
"1682","3",9,1,15,"13","0","27","0","0"
"1683","3",9,1,15,"17","1","35","0","0"
"1684","3",11,24,18,"0","1","28","1","0"
"1685","3",11,24,18,"0","1","38","1","0"
"1686","3",11,24,18,"0","1","54","1","0"
"1687","3",11,24,18,"0","1","63","1","0"
"1688","3",11,24,18,"0","1","64","1","0"
"1689","3",11,24,18,"0","1","69","1","0"
"1690","3",11,24,18,"0","0","60","1","0"
"1691","0",1,11,20,"11","1","53","2","1"
"1692","0",1,11,20,"11","0","35","0","0"
"1693","3",5,19,12,"3","0","42","0","0"
"1694","2",12,28,19,"17","0","56","2","2"
"1695","4",6,3,17,"11","0","51","0","0"
"1696","4",1,22,20,"11","1","47","0","1"
"1697","1",6,7,13,"5","0","38","0","0"
"1698","2",10,26,16,"11","0","48","0","0"
"1699","4",10,28,16,"11","1","44","0","0"
"1700","5",11,5,6,"17","1","49","0","0"
"1701","3",4,21,22,"11","0","30","0","0"
"1702","4",7,15,1,"13","1","21","1","0"
"1703","4",7,15,1,"13","0","29","0","0"
"1704","4",7,15,1,"13","0","30","0","0"
"1705","5",4,23,5,"17","1","17","1","0"
"1706","3",3,17,10,"11","1","48","0","0"
"1707","6",4,3,17,"11","0","27","0","0"
"1708","2",5,11,14,"11","0","44","0","0"
"1709","3",7,28,15,"11","0","20","0","0"
"1710","3",9,15,14,"11","0","37","1","0"
"1711","3",9,15,14,"11","0","43","0","0"
"1712","3",9,29,9,"11","1","35","0","0"
"1713","3",11,17,14,"11","0","54","0","0"
"1714","1",12,20,20,"17","1","16","1","0"
"1715","4",6,17,16,"6","1","30","0","0"
"1716","3",4,21,14,"11","1","49","1","0"
"1717","3",4,21,14,"11","0","61","0","0"
"1718","1",11,8,22,"11","1","47","0","0"
"1719","1",11,8,22,"11","0","23","0","0"
"1720","4",11,4,22,"17","0","33","0","0"
"1721","6",2,7,21,"11","0","20","1","0"
"1722","6",2,7,21,"11","0","23","0","0"
"1723","4",10,28,16,"4","1","49","2","0"
"1724","0",5,30,13,"17","1","39","0","0"
"1725","0",1,25,14,"11","1","55","0","0"
"1726","0",2,22,18,"11","0","25","0","0"
"1727","2",11,2,21,"17","0","27","0","0"
"1728","4",12,9,9,"17","0","42","2","0"
"1729","2",9,21,18,"11","0","37","0","0"
"1730","0",8,1,9,"1","0","84","1","0"
"1731","2",3,9,8,"11","1","56","0","0"
"1732","2",9,28,16,"9","1","38","2","0"
"1733","2",9,28,16,"9","1","52","0","0"
"1734","4",7,22,13,"17","1","76","0","0"
"1735","3",2,25,11,"11","1","48","0","0"
"1736","1",6,7,8,"11","0","38","0","0"
"1737","2",10,19,8,"17","0","61","2","0"
"1738","4",3,18,21,"11","0","45","0","0"
"1739","6",5,8,14,"11","1","36","0","1"
"1740","2",8,3,15,"6","0","22","0","0"
"1741","2",8,3,15,"6","0","23","1","0"
"1742","4",1,8,21,"11","0","34","0","0"
"1743","2",5,18,16,"11","0","22","0","0"
"1744","1",6,7,13,"11","0","48","0","0"
"1745","6",7,3,1,"17","1","20","1","0"
"1746","6",7,3,1,"17","0","21","1","0"
"1747","2",10,5,21,"11","0","19","0","0"
"1748","4",6,3,20,"17","0","10","2","0"
"1749","1",1,5,16,"11","1","32","0","0"
"1750","4",3,11,18,"11","0","20","0","0"
"1751","4",6,3,17,"17","1","54","1","0"
"1752","4",6,3,17,"17","0","17","1","0"
"1753","1",8,2,10,"11","0","66","0","0"
"1754","5",1,16,21,"0","1","56","1","0"
"1755","2",12,14,17,"11","1","40","1","0"
"1756","2",3,16,20,"11","1","10","1","0"
"1757","4",7,1,9,"11","1","42","0","0"
"1758","3",6,23,9,"11","0","63","0","0"
"1759","6",1,17,14,"17","1","58","0","0"
"1760","6",1,17,14,"17","1","79","1","0"
"1761","3",9,15,20,"17","1","26","2","0"
"1762","0",9,19,11,"11","0","27","0","0"
"1763","0",12,12,14,"11","0","60","0","0"
"1764","2",3,23,22,"11","1","28","0","0"
"1765","2",3,23,22,"11","0","49","0","0"
"1766","2",1,13,18,"11","1","40","0","0"
"1767","4",1,29,13,"6","0","28","0","0"
"1768","6",5,8,19,"11","0","33","0","0"
"1769","4",9,16,14,"11","1","47","0","0"
"1770","4",9,16,14,"11","0","17","0","0"
"1771","4",9,16,14,"11","0","17","1","0"
"1772","1",2,9,9,"11","0","28","0","0"
"1773","2",4,20,14,"3","0","19","0","0"
"1774","1",3,15,18,"11","0","11","1","0"
"1775","1",3,15,18,"11","0","46","0","0"
"1776","3",2,11,9,"11","0","33","0","0"
"1777","5",9,10,13,"11","0","51","0","0"
"1778","1",10,11,12,"11","0","33","0","0"
"1779","1",3,22,8,"11","0","47","0","0"
"1780","1",4,12,17,"11","0","20","0","0"
"1781","1",9,27,11,"11","0","26","0","0"
"1782","2",4,20,10,"11","0","55","0","0"
"1783","0",1,11,21,"11","1","19","0","0"
"1784","0",1,11,21,"11","0","24","1","0"
"1785","0",10,24,7,"11","0","31","0","0"
"1786","0",5,9,14,"11","0","50","0","0"
"1787","2",1,27,11,"11","0","60","0","0"
"1788","3",5,19,8,"11","1","33","0","0"
"1789","6",3,20,11,"11","0","35","0","0"
"1790","0",9,5,19,"11","1","30","0","0"
"1791","6",1,10,13,"11","0","43","0","0"
"1792","4",12,16,10,"11","1","34","0","0"
"1793","1",7,12,9,"11","0","29","0","0"
"1794","2",5,4,19,"11","0","49","0","0"
"1795","1",8,2,19,"11","0","45","0","0"
"1796","5",1,16,14,"11","0","24","0","0"
"1797","4",1,15,22,"6","0","28","0","0"
"1798","6",10,2,23,"11","1","43","0","0"
"1799","2",5,11,14,"3","1","30","0","0"
"1800","3",6,23,8,"11","0","21","0","2"
"1801","1",12,27,14,"11","0","50","0","0"
"1802","2",4,6,15,"11","0","22","0","0"
"1803","2",4,6,15,"17","1","54","0","0"
"1804","2",2,3,21,"11","0","30","0","0"
"1805","0",6,13,11,"11","1","51","0","0"
"1806","2",2,3,7,"11","0","53","0","0"
"1807","4",7,1,7,"11","0","30","0","0"
"1808","5",2,6,12,"17","1","49","0","0"
"1809","5",2,6,12,"17","0","57","1","0"
"1810","6",5,15,17,"11","0","43","0","0"
"1811","4",6,10,14,"11","0","39","0","0"
"1812","4",6,10,14,"11","0","47","0","0"
"1813","6",9,11,9,"11","1","30","0","0"
"1814","6",9,11,9,"11","0","73","2","1"
"1815","4",1,15,11,"13","1","59","1","0"
"1816","4",1,15,11,"13","0","42","0","0"
"1817","4",1,15,11,"13","0","53","1","0"
"1818","4",4,1,12,"13","0","62","2","0"
"1819","2",5,18,22,"17","0","7","2","0"
"1820","2",12,21,15,"11","0","25","0","0"
"1821","1",4,19,10,"11","0","39","0","0"
"1822","6",5,8,14,"6","0","19","0","0"
"1823","2",7,6,12,"9","0","26","0","0"
"1824","2",7,6,12,"17","1","19","0","0"
"1825","2",7,6,12,"17","0","18","1","0"
"1826","4",10,21,19,"11","1","48","0","0"
"1827","3",2,18,11,"17","0","22","0","0"
"1828","4",7,22,21,"11","0","34","0","0"
"1829","4",11,25,14,"11","0","46","2","0"
"1830","4",11,25,14,"11","0","48","0","0"
"1831","1",12,13,18,"11","0","51","0","0"
"1832","2",1,20,14,"11","1","28","0","0"
"1833","2",1,20,14,"11","0","21","0","0"
"1834","6",9,25,19,"11","0","23","0","0"
"1835","1",11,8,12,"11","1","19","0","0"
"1836","0",2,8,7,"3","0","42","0","0"
"1837","3",6,23,13,"11","0","52","0","0"
"1838","6",10,30,15,"11","1","28","1","0"
"1839","6",11,13,2,"11","0","22","0","0"
"1840","0",5,30,8,"11","0","44","0","0"
"1841","4",4,1,11,"17","0","35","1","0"
"1842","4",4,1,11,"17","0","55","1","0"
"1843","3",9,15,11,"3","1","53","0","0"
"1844","4",10,7,23,"9","1","64","2","1"
"1845","6",10,16,0,"11","1","30","1","0"
"1846","6",10,16,0,"11","0","31","0","0"
"1847","5",6,18,0,"17","1","57","1","0"
"1848","5",6,18,0,"17","1","72","1","0"
"1849","3",2,25,13,"6","0","20","0","0"
"1850","2",10,19,18,"0","1","43","1","0"
"1851","4",7,22,15,"11","1","52","0","0"
"1852","1",9,27,16,"11","1","41","0","0"
"1853","3",12,1,14,"11","0","56","0","0"
"1854","4",10,14,0,"13","1","36","0","0"
"1855","4",10,14,0,"13","0","36","0","0"
"1856","4",11,25,18,"17","1","43","2","0"
"1857","3",3,3,13,"11","1","51","0","0"
"1858","2",2,24,13,"6","0","20","0","0"
"1859","2",2,24,13,"6","0","20","1","0"
"1860","3",6,9,16,"0","1","30","1","0"
"1861","3",6,9,16,"0","1","34","1","0"
"1862","3",6,9,16,"0","1","51","1","0"
"1863","3",6,9,16,"0","1","55","1","0"
"1864","3",6,9,16,"0","1","57","1","0"
"1865","3",6,9,16,"0","1","6","1","0"
"1866","3",6,9,16,"0","1","70","1","0"
"1867","3",6,9,16,"0","0","2","1","0"
"1868","1",12,20,20,"11","0","17","2","0"
"1869","4",2,5,23,"17","0","23","1","0"
"1870","4",7,8,17,"17","1","20","2","0"
"1871","1",10,11,14,"11","1","26","2","0"
"1872","1",10,11,14,"11","0","31","0","0"
"1873","2",8,3,14,"6","0","16","0","0"
"1874","0",8,8,20,"13","1","22","1","0"
"1875","3",9,15,9,"0","1","51","1","0"
"1876","0",2,15,19,"17","1","42","0","0"
"1877","1",2,16,17,"11","0","42","0","0"
"1878","6",7,3,15,"17","1","32","0","0"
"1879","6",7,3,15,"17","1","32","1","0"
"1880","2",6,15,15,"11","1","29","0","0"
"1881","0",8,8,22,"11","0","57","0","0"
"1882","1",4,26,16,"11","0","48","0","0"
"1883","5",10,22,0,"11","0","44","0","1"
"1884","3",2,18,15,"11","0","19","0","0"
"1885","5",10,15,15,"17","1","14","1","0"
"1886","5",10,15,15,"17","1","27","0","0"
"1887","1",10,11,13,"3","0","16","0","0"
"1888","5",4,23,3,"17","0","20","1","0"
"1889","5",7,16,13,"9","0","56","0","0"
"1890","0",11,21,14,"17","1","31","1","0"
"1891","0",11,21,14,"17","0","31","0","0"
"1892","1",7,26,9,"17","0","40","0","0"
"1893","4",1,1,21,"11","1","24","0","0"
"1894","5",4,23,21,"17","1","28","1","0"
"1895","2",11,30,6,"11","0","41","0","0"
"1896","2",12,14,8,"11","1","38","0","0"
"1897","4",4,29,17,"17","1","57","2","0"
"1898","1",6,28,9,"11","1","45","0","0"
"1899","0",9,19,18,"11","1","43","0","0"
"1900","1",9,13,13,"17","1","94","2","0"
"1901","3",5,5,12,"17","1","57","0","0"
"1902","3",5,5,12,"17","1","65","1","0"
"1903","4",6,17,18,"11","1","84","2","0"
"1904","1",10,25,9,"11","0","49","0","0"
"1905","2",9,28,12,"17","1","55","1","0"
"1906","2",9,28,12,"17","0","60","0","0"
"1907","0",3,28,22,"6","0","26","0","0"
"1908","0",5,30,20,"11","0","47","0","0"
"1909","6",6,19,14,"17","1","56","1","0"
"1910","5",7,2,21,"11","1","63","1","0"
"1911","5",7,2,21,"11","0","66","0","0"
"1912","4",7,15,14,"11","0","32","0","0"
"1913","4",8,5,16,"6","0","20","0","0"
"1914","1",8,9,14,"11","0","23","0","0"
"1915","1",8,9,14,"11","0","45","2","0"
"1916","4",9,16,20,"11","0","48","0","0"
"1917","3",10,27,20,"13","1","45","1","0"
"1918","3",10,27,20,"17","1","30","0","0"
"1919","0",12,12,10,"11","0","54","0","0"
"1920","2",12,21,13,"11","0","50","0","0"
"1921","3",5,5,21,"17","0","22","2","0"
"1922","4",12,23,17,"11","0","60","0","0"
"1923","2",5,18,22,"11","0","28","0","0"
"1924","2",5,18,22,"11","0","42","0","0"
"1925","1",11,1,21,"17","0","50","2","0"
"1926","1",11,1,21,"17","0","64","2","0"
"1927","2",2,10,23,"11","0","25","0","0"
"1928","6",8,14,13,"11","0","56","0","0"
"1929","5",10,8,13,"11","0","47","0","0"
"1930","4",11,18,15,"17","0","44","0","0"
"1931","2",2,24,14,"11","0","60","0","0"
"1932","1",1,19,8,"0","1","55","1","0"
"1933","3",6,23,10,"17","0","20","0","0"
"1934","3",6,23,10,"17","0","47","0","0"
"1935","1",5,31,20,"17","1","22","2","0"
"1936","3",6,9,7,"11","0","40","0","0"
"1937","5",7,30,7,"17","1","28","1","0"
"1938","5",7,30,7,"17","1","33","0","0"
"1939","5",7,30,7,"17","0","47","0","0"
"1940","5",4,9,8,"11","0","21","0","0"
"1941","5",4,9,8,"13","0","55","0","0"
"1942","3",2,4,16,"11","1","21","1","0"
"1943","6",12,11,20,"17","0","48","2","0"
"1944","0",8,8,16,"17","0","20","0","0"
"1945","0",8,8,16,"17","0","20","1","0"
"1946","4",2,26,8,"11","0","22","0","0"
"1947","0",12,19,11,"13","1","64","1","0"
"1948","0",12,19,11,"13","0","46","0","0"
"1949","4",4,22,13,"11","0","37","0","0"
"1950","0",2,22,9,"11","0","36","0","0"
"1951","2",6,15,16,"11","1","51","0","0"
"1952","2",7,20,8,"9","0","40","1","0"
"1953","2",7,20,8,"9","0","41","0","0"
"1954","4",7,29,9,"11","0","26","0","0"
"1955","1",12,27,20,"11","0","25","0","0"
"1956","6",5,8,19,"11","1","29","0","0"
"1957","3",6,2,12,"11","1","21","0","0"
"1958","0",6,27,13,"0","1","78","1","0"
"1959","4",12,30,18,"3","0","16","0","0"
"1960","2",3,2,20,"11","0","23","0","0"
"1961","2",3,2,20,"11","0","55","0","0"
"1962","3",4,14,10,"3","0","43","0","0"
"1963","0",5,9,10,"11","1","24","1","0"
"1964","0",5,9,10,"11","0","32","0","0"
"1965","4",7,8,15,"3","0","38","0","0"
"1966","4",2,19,22,"17","0","40","0","0"
"1967","4",2,19,22,"17","0","54","0","0"
"1968","5",5,14,18,"17","0","25","1","0"
"1969","5",5,14,18,"17","0","30","0","0"
"1970","2",7,27,0,"17","0","31","0","0"
"1971","0",8,15,22,"17","0","27","0","0"
"1972","3",6,23,13,"3","0","14","0","0"
"1973","4",5,27,15,"11","1","55","1","0"
"1974","4",5,27,15,"11","0","51","0","0"
"1975","1",12,27,21,"11","0","20","0","0"
"1976","3",4,14,8,"11","1","48","0","0"
"1977","4",5,6,20,"9","1","59","2","0"
"1978","4",7,15,11,"11","1","31","2","0"
"1979","5",9,10,8,"3","1","38","2","0"
"1980","3",10,13,9,"3","1","33","0","0"
"1981","3",10,13,9,"6","0","26","0","0"
"1982","5",11,12,13,"11","0","47","0","0"
"1983","4",11,18,10,"17","0","51","1","0"
"1984","4",12,30,0,"11","0","29","1","0"
"1985","0",6,6,14,"11","1","39","0","0"
"1986","0",8,22,11,"11","0","54","0","0"
"1987","5",3,26,20,"17","1","43","1","0"
"1988","5",3,26,20,"17","0","40","0","0"
"1989","6",6,5,17,"11","0","49","0","2"
"1990","4",3,18,16,"11","1","52","0","0"
"1991","0",8,15,19,"11","1","44","0","0"
"1992","4",12,16,6,"17","1","40","1","0"
"1993","4",12,16,6,"17","0","37","0","0"
"1994","3",4,28,8,"11","0","28","0","0"
"1995","4",7,15,20,"13","1","54","1","0"
"1996","4",7,15,20,"13","0","44","0","0"
"1997","0",5,2,14,"11","0","37","0","0"
"1998","1",6,28,19,"11","0","40","0","0"
"1999","3",2,25,18,"6","1","52","0","0"
"2000","2",3,23,8,"11","1","32","0","0"
"2001","2",3,23,8,"11","0","41","0","0"
"2002","0",3,14,20,"6","1","49","2","0"
"2003","1",10,25,13,"11","0","35","0","0"
"2004","4",5,27,9,"11","0","34","0","0"
"2005","5",10,1,13,"17","1","29","1","0"
"2006","5",10,1,13,"17","0","52","0","0"
"2007","3",12,29,11,"3","1","32","0","0"
"2008","3",12,1,15,"11","0","24","0","0"
"2009","6",2,7,11,"11","0","26","0","0"
"2010","5",7,16,1,"11","1","25","0","0"
"2011","4",11,18,11,"11","0","49","0","0"
"2012","3",7,28,16,"11","0","20","0","0"
"2013","0",7,25,13,"11","0","39","2","0"
"2014","0",6,13,18,"17","1","19","1","0"
"2015","0",5,2,22,"11","0","25","0","0"
"2016","2",11,9,11,"11","0","39","0","0"
"2017","1",11,15,9,"11","1","56","0","0"
"2018","4",12,16,14,"11","1","34","0","0"
"2019","2",9,7,11,"17","1","38","1","0"
"2020","2",9,7,11,"17","0","36","0","0"
"2021","2",9,7,11,"17","0","52","0","0"
"2022","0",1,18,12,"11","1","41","0","0"
"2023","0",1,18,18,"17","0","48","0","0"
"2024","3",5,19,12,"11","0","23","0","0"
"2025","3",4,28,15,"0","0","82","1","0"
"2026","4",10,21,14,"11","0","28","0","0"
"2027","1",6,7,17,"11","0","33","0","0"
"2028","1",6,7,17,"11","0","37","0","0"
"2029","2",3,30,16,"11","0","50","0","0"
"2030","1",9,20,8,"11","0","30","0","0"
"2031","1",10,25,6,"9","1","26","1","0"
"2032","1",10,25,6,"9","1","31","1","0"
"2033","1",10,25,6,"9","0","31","1","0"
"2034","1",10,25,6,"9","0","33","0","0"
"2035","1",10,25,21,"11","1","31","0","0"
"2036","3",11,17,10,"11","0","36","0","0"
"2037","1",10,25,14,"11","0","38","0","0"
"2038","3",11,10,21,"17","1","61","0","0"
"2039","4",4,8,16,"17","0","43","0","0"
"2040","2",6,1,17,"11","0","23","0","0"
"2041","2",6,1,17,"11","0","23","1","0"
"2042","2",6,1,17,"17","0","45","1","0"
"2043","3",6,16,15,"11","0","40","0","0"
"2044","2",6,22,18,"11","0","49","0","0"
"2045","4",9,30,18,"17","1","46","1","0"
"2046","2",11,2,8,"11","0","34","0","0"
"2047","2",11,9,9,"11","0","41","0","0"
"2048","5",12,17,21,"17","0","33","0","0"
"2049","5",12,17,21,"17","0","35","0","0"
"2050","0",9,5,17,"17","0","35","0","0"
"2051","5",3,5,9,"13","1","27","2","0"
"2052","2",10,26,10,"11","0","63","0","0"
"2053","2",3,16,12,"11","1","67","1","0"
"2054","2",3,16,12,"11","0","41","0","0"
"2055","3",5,26,7,"3","1","38","0","0"
"2056","5",4,23,20,"11","1","29","1","0"
"2057","5",4,23,20,"11","0","28","0","0"
"2058","6",10,16,1,"11","0","23","0","0"
"2059","5",10,22,7,"11","1","26","0","0"
"2060","5",10,22,7,"11","1","39","2","0"
"2061","5",10,22,7,"11","0","31","2","0"
"2062","1",11,15,15,"11","0","32","0","1"
"2063","0",4,25,18,"11","0","42","0","0"
"2064","1",12,20,10,"11","1","45","2","0"
"2065","1",12,20,10,"11","0","31","0","0"
"2066","1",12,20,0,"17","0","31","0","0"
"2067","4",5,13,12,"6","1","19","0","0"
"2068","5",4,9,18,"11","1","20","1","0"
"2069","5",4,9,18,"11","0","26","0","0"
"2070","5",3,5,19,"11","0","57","0","0"
"2071","1",2,9,6,"17","0","54","0","0"
"2072","5",10,8,0,"17","0","19","1","0"
"2073","5",10,8,0,"17","0","58","0","0"
"2074","3",7,28,8,"11","0","31","0","0"
"2075","1",5,3,12,"17","0","35","2","0"
"2076","4",11,11,21,"6","1","50","0","0"
"2077","0",6,6,18,"17","1","36","0","0"
"2078","6",12,11,22,"11","1","28","0","0"
"2079","1",11,15,19,"11","1","49","0","0"
"2080","5",8,13,20,"11","1","25","1","0"
"2081","5",8,13,20,"11","0","25","0","0"
"2082","3",10,13,21,"11","0","48","0","0"
"2083","0",9,12,12,"2","0","54","2","2"
"2084","5",1,16,0,"6","0","22","0","0"
"2085","2",2,3,10,"11","0","38","1","0"
"2086","2",2,3,10,"11","0","59","0","0"
"2087","2",11,23,21,"17","0","35","0","0"
"2088","6",6,12,14,"11","0","50","0","0"
"2089","6",4,24,10,"13","1","63","1","0"
"2090","6",4,24,10,"13","0","60","0","0"
"2091","6",4,24,10,"17","0","2","1","0"
"2092","5",1,16,23,"11","0","27","0","0"
